Mg,Ni,Al,Fe,Ca,Cr,P,S,Ti,Si,mineral
0,0,0,0,0,3,2,0,781,3,rutile
0,0,0,0,0,5,0,0,733,1,rutile
0,0,0,0,0,4,0,0,755,0,rutile
0,0,0,0,3,2,0,0,783,1,rutile
0,2,2,2,0,7,0,0,791,1,rutile
0,0,0,0,0,4,2,0,752,3,rutile
0,0,0,0,0,3,2,0,756,1,rutile
0,0,0,2,0,5,0,0,784,0,rutile
0,2,0,0,2,4,0,0,739,1,rutile
0,2,0,0,0,3,0,0,741,1,rutile
0,0,0,0,0,4,0,0,790,0,rutile
0,0,0,0,0,6,0,0,769,0,rutile
0,0,0,0,0,6,2,0,775,0,rutile
0,2,0,3,0,2,0,0,792,2,rutile
0,2,0,0,0,2,0,0,788,0,rutile
1,2,0,0,0,3,2,0,814,0,rutile
0,0,0,0,0,7,0,0,798,1,rutile
0,0,0,0,0,4,0,0,805,3,rutile
0,0,0,0,2,4,2,0,767,3,rutile
0,2,2,0,0,3,0,0,769,0,rutile
1,2,0,0,0,3,3,0,741,0,rutile
2,0,0,3,0,3,2,0,723,1,rutile
0,0,0,0,0,4,0,0,816,0,rutile
0,2,2,0,2,2,0,0,741,0,rutile
0,2,0,0,0,3,0,0,820,1,rutile
0,2,0,0,0,3,0,0,754,0,rutile
0,0,0,0,0,3,0,0,766,2,rutile
0,0,0,0,0,2,0,0,746,0,rutile
0,2,0,0,0,6,0,0,787,2,rutile
0,0,0,0,0,0,3,0,768,1,rutile
0,0,0,0,0,6,0,0,729,0,rutile
0,2,0,2,0,5,3,0,765,1,rutile
0,0,0,0,0,3,2,0,797,0,rutile
0,0,2,0,0,0,0,0,768,0,rutile
0,0,0,3,2,4,0,0,776,0,rutile
0,0,0,0,0,3,0,0,824,1,rutile
0,0,0,2,0,3,0,0,778,1,rutile
0,2,0,3,0,4,0,0,782,3,rutile
0,0,0,0,0,3,0,0,754,3,rutile
0,0,3,0,0,5,2,0,749,0,rutile
0,0,2,0,0,2,0,0,756,0,rutile
0,0,0,0,0,4,4,0,758,0,rutile
0,0,0,2,0,3,3,0,747,2,rutile
0,0,3,0,0,4,0,0,751,0,rutile
0,0,3,0,0,4,0,0,757,0,rutile
0,2,2,0,0,3,4,0,792,0,rutile
0,0,0,0,0,3,0,0,705,0,rutile
0,0,0,0,0,2,0,0,778,0,rutile
0,0,0,0,0,4,2,0,738,0,rutile
0,0,2,0,0,2,0,0,728,0,rutile
0,0,0,2,0,2,3,0,775,0,rutile
1,0,3,0,0,6,2,0,781,0,rutile
0,0,0,0,0,5,0,0,751,2,rutile
0,0,0,2,0,6,0,0,752,2,rutile
0,0,2,0,0,6,4,0,777,1,rutile
0,3,0,0,0,6,3,0,774,2,rutile
0,0,0,0,0,5,2,0,761,0,rutile
0,0,2,0,2,6,0,0,770,0,rutile
0,0,0,0,0,4,0,0,798,0,rutile
0,3,0,0,0,3,2,0,742,0,rutile
0,0,0,0,0,0,0,0,789,2,rutile
0,0,3,0,0,4,0,0,823,1,rutile
0,0,0,0,0,2,0,0,796,2,rutile
0,2,0,0,2,7,0,0,814,0,rutile
0,0,2,0,2,8,2,0,797,0,rutile
0,0,0,2,0,6,0,0,795,1,rutile
0,0,0,0,0,4,0,0,745,1,rutile
0,0,0,0,0,4,0,0,778,1,rutile
0,0,3,0,0,0,2,0,771,1,rutile
1,0,0,0,0,5,0,0,741,0,rutile
0,0,0,0,0,3,0,0,764,1,rutile
0,0,2,0,2,4,0,0,783,1,rutile
0,0,0,0,0,4,0,0,731,0,rutile
0,0,0,0,0,3,0,0,757,2,rutile
0,0,2,3,0,9,0,0,812,0,rutile
0,0,0,0,0,0,0,0,746,0,rutile
0,0,2,0,0,0,0,0,768,2,rutile
0,0,0,0,0,3,2,0,736,0,rutile
0,0,0,0,0,2,0,0,760,0,rutile
0,0,0,0,0,3,0,0,815,0,rutile
0,2,0,0,0,4,2,0,751,1,rutile
0,0,0,0,0,5,0,0,748,0,rutile
0,0,0,0,0,2,0,0,783,1,rutile
0,2,0,0,0,3,0,0,769,1,rutile
0,0,0,0,0,5,2,0,751,1,rutile
0,0,0,0,0,3,0,0,766,2,rutile
0,0,2,0,0,5,2,0,778,2,rutile
0,0,0,0,0,2,3,0,774,0,rutile
0,2,0,0,0,3,0,0,774,0,rutile
0,0,2,0,0,3,2,0,750,0,rutile
0,2,0,0,0,5,0,0,787,1,rutile
0,0,0,0,3,4,2,0,726,1,rutile
0,0,0,0,0,6,0,0,756,0,rutile
0,2,0,0,0,0,0,0,769,0,rutile
0,0,0,0,0,3,0,0,800,0,rutile
0,0,2,0,0,6,2,0,783,2,rutile
0,0,0,0,0,3,2,0,780,0,rutile
0,0,2,0,0,4,2,0,767,2,rutile
1,0,4,0,0,3,0,0,773,0,rutile
0,0,0,0,0,5,0,0,804,0,rutile
0,3,0,0,0,3,0,0,762,1,rutile
0,2,0,2,0,5,0,0,796,1,rutile
0,0,0,0,0,5,2,0,771,0,rutile
1,0,0,0,0,4,0,0,765,4,rutile
0,0,0,0,0,2,2,0,715,0,rutile
0,0,0,0,3,3,2,0,723,1,rutile
0,7,0,0,0,7,2,0,756,1,rutile
0,3,0,0,0,4,2,0,796,2,rutile
0,0,2,0,0,8,0,0,751,1,rutile
0,0,0,2,0,2,0,0,747,0,rutile
0,3,2,0,3,4,0,0,738,1,rutile
0,0,0,0,0,3,0,0,748,1,rutile
0,0,0,0,0,6,0,0,739,1,rutile
0,2,0,0,0,3,2,0,784,0,rutile
0,4,0,0,0,3,2,0,697,0,rutile
0,0,0,0,2,2,0,0,765,0,rutile
0,3,0,0,0,7,3,0,742,0,rutile
0,0,0,0,3,5,3,0,772,0,rutile
0,0,0,0,0,4,0,0,777,0,rutile
0,0,0,0,0,5,0,0,733,1,rutile
0,3,0,2,0,6,2,0,776,2,rutile
0,0,0,0,0,3,0,0,786,0,rutile
0,0,0,0,0,4,0,0,731,0,rutile
0,0,0,0,0,6,2,0,783,1,rutile
0,0,0,0,0,3,2,0,771,1,rutile
0,0,0,0,0,0,3,0,799,0,rutile
0,0,3,0,0,2,0,0,721,1,rutile
0,0,0,2,0,4,0,0,755,0,rutile
0,0,0,3,0,3,0,0,818,0,rutile
0,0,0,0,0,3,0,0,797,2,rutile
0,0,0,2,0,5,3,0,769,0,rutile
0,0,0,0,0,4,0,0,758,1,rutile
0,0,2,0,0,7,0,0,757,0,rutile
0,0,0,0,0,3,0,0,795,0,rutile
0,2,0,0,0,5,4,0,779,1,rutile
0,0,0,0,0,8,0,0,787,0,rutile
0,0,0,0,0,5,0,0,792,0,rutile
0,0,0,0,0,0,0,0,778,0,rutile
0,0,0,0,0,9,0,0,748,0,rutile
0,0,0,0,0,2,0,0,744,0,rutile
0,0,2,2,0,3,0,0,801,0,rutile
0,0,0,0,0,4,0,0,726,2,rutile
0,0,0,0,2,5,2,0,790,0,rutile
0,2,0,0,0,0,0,0,777,0,rutile
0,0,2,0,2,4,0,0,743,0,rutile
0,0,0,0,0,3,0,0,781,0,rutile
1,0,2,0,0,0,0,0,747,0,rutile
0,2,0,0,2,4,0,0,753,0,rutile
2,0,2,3,0,6,0,0,755,3,rutile
0,0,0,0,0,4,0,0,786,1,rutile
0,2,2,0,0,3,0,0,804,3,rutile
3,0,4,0,0,4,0,0,730,0,rutile
0,3,0,0,0,3,2,0,770,0,rutile
0,0,0,0,0,2,0,0,749,2,rutile
0,3,3,0,0,5,0,0,762,1,rutile
0,0,0,0,0,3,0,0,751,1,rutile
0,0,0,0,0,2,0,0,764,3,rutile
0,3,0,0,0,4,0,0,720,0,rutile
0,2,2,0,0,3,2,0,793,1,rutile
0,0,0,0,0,5,4,0,743,3,rutile
0,2,0,0,0,0,0,0,799,0,rutile
0,2,2,0,0,2,2,0,798,2,rutile
0,0,0,0,0,5,0,0,779,1,rutile
0,4,0,0,0,3,0,0,767,0,rutile
0,2,0,0,0,0,0,0,795,2,rutile
0,0,0,2,0,0,2,0,762,1,rutile
1,0,0,0,0,2,3,0,745,2,rutile
0,0,0,0,2,2,0,0,786,0,rutile
0,0,0,0,0,3,4,0,785,0,rutile
0,0,2,0,0,2,3,0,772,1,rutile
0,0,0,2,0,4,2,0,730,0,rutile
0,0,2,0,0,2,0,0,779,1,rutile
1,3,0,0,0,0,3,0,714,0,rutile
0,0,4,2,0,2,0,0,773,3,rutile
0,0,0,0,0,3,4,0,757,1,rutile
0,0,0,0,0,6,0,0,764,1,rutile
0,0,0,0,0,6,0,0,757,1,rutile
0,0,0,0,0,6,3,0,752,0,rutile
0,0,0,2,0,4,0,0,740,1,rutile
0,2,0,0,0,4,2,0,756,0,rutile
0,2,0,0,0,4,2,0,758,0,rutile
0,0,0,0,0,4,0,0,824,1,rutile
0,2,0,0,0,0,0,0,733,0,rutile
0,0,2,0,0,5,0,0,762,2,rutile
0,0,0,0,0,3,2,0,758,0,rutile
0,0,0,0,2,8,2,0,769,0,rutile
0,2,0,0,0,0,0,0,775,0,rutile
0,0,2,0,0,6,0,0,767,1,rutile
0,0,0,0,0,0,0,0,759,0,rutile
0,3,0,0,0,2,0,0,783,2,rutile
0,0,0,0,2,5,0,0,769,0,rutile
0,0,0,0,0,2,0,0,767,1,rutile
0,0,2,0,0,7,0,2,770,2,rutile
1,0,3,2,0,2,0,0,769,1,rutile
0,0,3,0,0,4,0,0,796,3,rutile
0,0,0,0,0,2,0,0,779,1,rutile
0,0,0,0,0,3,0,0,801,0,rutile
0,0,0,0,0,0,0,0,789,0,rutile
0,0,0,2,0,4,0,0,752,1,rutile
0,0,0,0,0,5,2,0,751,0,rutile
0,0,2,0,0,5,0,0,767,0,rutile
0,2,0,0,0,4,0,0,736,1,rutile
0,0,0,0,0,6,2,0,727,1,rutile
0,2,0,2,0,5,0,0,798,0,rutile
0,0,0,0,2,3,0,0,779,2,rutile
0,0,0,0,0,4,0,0,743,0,rutile
0,0,0,0,0,0,0,0,757,1,rutile
0,0,0,0,0,4,0,0,829,0,rutile
0,2,2,0,0,3,0,0,730,0,rutile
0,0,0,0,0,0,0,2,771,0,rutile
0,0,2,0,0,6,2,0,755,0,rutile
0,0,2,0,0,6,0,0,770,0,rutile
0,0,0,0,0,2,0,0,745,1,rutile
0,0,0,0,0,2,0,0,765,2,rutile
0,0,0,0,0,4,0,0,817,1,rutile
1,0,2,0,0,3,4,0,777,2,rutile
0,0,0,0,0,5,0,0,747,3,rutile
0,0,0,0,0,2,0,0,771,1,rutile
0,0,0,0,0,12,0,0,758,0,rutile
0,0,0,0,0,3,0,0,733,0,rutile
0,0,0,0,0,6,0,0,780,1,rutile
1,0,0,0,0,0,3,0,756,2,rutile
0,0,0,0,0,7,2,0,752,4,rutile
0,0,4,0,0,3,0,0,821,0,rutile
0,0,0,0,0,2,7,0,738,1,rutile
0,2,2,0,0,2,3,0,767,2,rutile
0,0,0,0,0,8,0,0,777,0,rutile
0,0,0,0,0,4,0,0,775,1,rutile
0,0,0,0,0,5,0,0,768,0,rutile
0,2,0,0,0,7,0,0,762,0,rutile
0,0,3,2,0,5,3,0,739,1,rutile
0,3,2,0,3,2,2,0,738,0,rutile
0,0,0,0,0,0,0,0,704,0,rutile
0,2,0,0,0,2,0,0,786,1,rutile
0,0,0,0,0,2,0,0,712,0,rutile
0,3,0,2,0,0,0,0,755,0,rutile
0,0,0,0,0,6,0,0,762,1,rutile
0,0,0,0,0,7,0,0,755,1,rutile
0,0,0,0,0,2,0,0,778,2,rutile
0,2,3,0,0,5,2,0,794,1,rutile
0,4,0,0,0,5,0,0,760,0,rutile
0,0,0,2,0,6,0,0,796,0,rutile
0,0,2,0,0,3,0,0,758,0,rutile
0,0,2,0,0,5,0,0,776,0,rutile
0,0,0,2,0,6,2,0,712,1,rutile
0,0,3,0,0,5,0,0,779,0,rutile
0,0,0,0,0,0,0,0,780,0,rutile
0,0,0,0,0,5,0,0,814,0,rutile
0,0,0,2,0,5,0,0,728,1,rutile
0,0,0,0,0,2,0,0,803,2,rutile
1,0,0,0,0,5,2,0,787,0,rutile
1,0,0,0,0,5,0,0,750,4,rutile
0,0,0,0,0,6,0,0,719,0,rutile
1,3,2,2,0,2,0,0,760,0,rutile
0,0,3,0,0,5,2,0,757,3,rutile
0,0,2,0,0,5,3,0,763,1,rutile
2,0,0,2,0,4,0,0,790,0,rutile
0,0,0,0,0,3,0,0,761,1,rutile
0,0,0,0,0,0,0,0,773,0,rutile
0,3,3,2,0,0,2,0,764,0,rutile
0,0,0,0,0,5,0,0,778,0,rutile
0,0,3,0,0,2,2,0,757,3,rutile
0,0,0,0,0,7,0,0,761,1,rutile
0,0,0,0,0,2,2,0,770,0,rutile
0,0,0,0,0,2,3,0,748,1,rutile
0,2,2,0,0,4,0,0,787,0,rutile
0,0,0,2,0,5,2,0,737,0,rutile
0,2,2,0,0,3,0,0,796,0,rutile
0,0,0,0,0,4,0,0,768,2,rutile
0,0,0,0,0,3,2,0,757,3,rutile
0,0,2,0,0,6,0,0,725,0,rutile
0,0,2,0,0,4,0,0,804,1,rutile
0,0,3,0,0,3,0,0,748,0,rutile
0,0,0,0,2,2,0,0,808,0,rutile
0,0,0,0,0,2,2,0,723,0,rutile
0,0,0,0,0,3,0,0,785,0,rutile
0,0,0,0,0,4,0,0,771,1,rutile
0,0,0,0,2,2,0,0,762,0,rutile
0,0,2,0,0,2,0,0,775,2,rutile
0,2,0,0,0,2,2,0,768,0,rutile
0,0,0,0,0,4,3,0,744,1,rutile
0,0,0,0,0,8,2,0,799,0,rutile
0,2,0,2,0,3,0,0,741,1,rutile
0,0,0,0,0,0,0,0,742,0,rutile
0,0,2,0,0,2,0,0,767,0,rutile
0,3,3,0,0,6,0,0,737,0,rutile
0,0,0,2,0,0,2,0,743,1,rutile
0,0,0,0,0,5,0,0,724,1,rutile
0,0,0,0,0,0,0,0,797,2,rutile
0,0,0,0,0,4,0,0,772,1,rutile
0,2,0,3,0,5,0,0,738,0,rutile
0,0,0,2,0,6,0,0,799,3,rutile
0,2,0,0,0,3,0,0,734,0,rutile
0,0,2,0,0,3,2,0,781,2,rutile
0,0,2,0,2,2,0,0,782,1,rutile
0,0,0,2,0,0,2,0,764,0,rutile
0,0,0,2,0,3,2,0,751,2,rutile
0,0,0,0,0,2,0,0,721,0,rutile
0,2,0,0,0,6,0,0,778,0,rutile
2,3,0,0,0,4,0,0,768,0,rutile
0,2,0,0,0,2,0,0,821,0,rutile
0,0,0,0,0,0,3,0,777,0,rutile
0,0,0,2,0,3,0,0,771,0,rutile
0,0,0,0,0,6,0,0,757,0,rutile
0,0,0,0,0,4,2,0,738,0,rutile
0,0,0,0,0,3,0,0,754,0,rutile
0,0,0,0,0,5,2,0,763,3,rutile
0,0,0,0,0,0,0,0,781,0,rutile
0,3,0,0,0,2,2,0,750,2,rutile
0,0,0,0,0,3,0,0,754,0,rutile
0,0,2,0,0,7,2,0,752,0,rutile
0,0,2,0,0,2,2,0,758,0,rutile
0,0,2,0,0,3,0,0,774,1,rutile
0,3,0,0,2,0,0,0,768,0,rutile
0,2,0,0,0,3,2,0,720,0,rutile
0,0,2,0,0,3,0,0,714,0,rutile
0,2,0,0,0,2,0,0,717,2,rutile
0,2,0,0,0,0,0,0,764,0,rutile
0,2,0,0,0,4,2,0,757,0,rutile
0,2,0,0,0,4,0,0,741,1,rutile
1,0,0,0,0,3,0,0,773,0,rutile
0,5,0,0,0,5,0,0,791,0,rutile
0,0,0,2,0,5,0,0,783,1,rutile
0,0,2,2,0,7,0,0,788,2,rutile
0,0,0,0,0,3,0,0,746,1,rutile
0,0,0,0,0,4,0,0,774,3,rutile
0,0,0,0,0,2,0,0,739,0,rutile
0,2,0,0,0,3,2,0,768,0,rutile
0,0,2,3,0,3,3,0,767,2,rutile
2,2,0,0,0,5,0,0,736,0,rutile
0,0,0,0,0,4,0,0,783,1,rutile
0,0,0,0,0,4,0,0,783,0,rutile
0,0,0,0,0,2,0,0,802,1,rutile
0,0,0,2,0,6,2,0,738,0,rutile
0,0,0,0,0,5,0,0,817,0,rutile
0,0,2,2,2,4,0,0,776,0,rutile
0,4,0,0,0,2,0,0,790,2,rutile
0,0,0,0,0,6,0,0,748,1,rutile
0,0,2,0,0,0,3,0,783,0,rutile
0,0,0,0,0,0,0,0,778,0,rutile
0,0,0,0,0,6,0,0,767,1,rutile
0,0,2,0,0,3,0,0,781,0,rutile
0,0,0,0,0,7,0,0,739,1,rutile
0,0,0,2,0,3,3,0,779,0,rutile
1,0,0,0,0,7,0,0,832,3,rutile
0,0,0,0,0,8,3,0,781,0,rutile
0,0,0,0,0,3,2,0,782,1,rutile
0,0,0,0,0,4,0,0,767,0,rutile
0,0,2,0,0,4,0,0,790,4,rutile
0,0,0,0,0,5,0,0,778,0,rutile
0,0,0,0,0,4,0,0,755,0,rutile
0,0,0,0,2,4,0,0,785,0,rutile
1,0,0,0,0,0,0,0,781,0,rutile
0,0,0,0,0,3,0,0,752,1,rutile
0,0,2,0,0,2,3,0,760,1,rutile
0,0,0,0,0,0,2,0,802,1,rutile
0,0,0,0,0,3,0,0,761,0,rutile
0,0,3,0,0,4,0,0,782,0,rutile
0,0,0,0,0,6,0,0,743,0,rutile
0,0,2,0,0,3,0,0,741,0,rutile
0,2,0,0,0,7,0,0,810,0,rutile
0,0,0,0,0,7,0,0,791,0,rutile
0,0,0,0,0,5,3,0,744,0,rutile
0,2,2,0,0,2,0,0,772,4,rutile
0,0,0,0,0,7,0,0,776,0,rutile
0,2,0,0,0,5,2,0,772,1,rutile
0,0,0,2,0,4,0,0,785,0,rutile
0,0,0,0,0,3,0,0,765,0,rutile
0,2,0,2,0,2,0,0,762,0,rutile
0,3,0,0,0,7,0,0,784,0,rutile
0,0,0,0,0,4,0,0,770,2,rutile
0,0,0,0,0,0,0,0,771,2,rutile
0,0,0,0,0,2,0,0,717,1,rutile
0,0,0,0,0,5,2,0,762,0,rutile
1,0,2,2,0,5,0,0,763,0,rutile
0,2,0,0,0,2,2,0,767,0,rutile
1,0,0,0,0,2,0,0,795,2,rutile
0,0,0,0,0,4,0,0,724,1,rutile
0,0,2,0,2,7,2,0,755,0,rutile
0,0,2,0,0,4,0,0,747,1,rutile
0,0,2,0,0,4,0,0,758,1,rutile
0,0,0,0,0,4,2,0,810,0,rutile
0,0,3,0,0,4,0,0,737,0,rutile
0,0,0,0,0,4,2,0,752,0,rutile
0,0,2,0,0,2,2,0,794,0,rutile
0,2,0,3,0,3,3,0,726,0,rutile
0,0,0,0,0,4,0,0,736,1,rutile
0,2,0,0,0,2,3,0,748,0,rutile
0,0,0,0,0,3,4,0,824,0,rutile
0,0,2,0,0,5,0,0,769,1,rutile
0,0,3,0,0,5,2,0,760,1,rutile
0,0,0,2,0,0,0,0,774,0,rutile
0,0,0,2,0,0,3,0,744,1,rutile
0,0,2,0,0,5,0,0,800,0,rutile
0,0,0,0,0,0,0,0,768,0,rutile
0,0,0,2,0,7,0,0,801,0,rutile
2,0,0,0,0,6,0,0,757,3,rutile
0,0,2,0,0,9,0,0,787,0,rutile
2,0,0,0,0,4,2,0,839,0,rutile
0,0,0,0,0,2,2,0,778,0,rutile
0,0,0,0,0,5,0,0,775,0,rutile
0,2,3,0,0,3,0,0,745,1,rutile
0,0,0,3,0,4,0,0,784,3,rutile
0,0,2,0,0,2,2,0,773,0,rutile
0,0,0,0,0,3,0,0,770,1,rutile
0,0,0,0,0,0,2,0,737,1,rutile
0,0,2,0,0,4,0,0,770,0,rutile
0,0,0,2,0,5,0,0,763,0,rutile
1,0,2,0,0,2,0,0,731,1,rutile
0,0,0,0,0,8,0,0,743,1,rutile
0,0,0,0,0,5,2,0,751,2,rutile
0,0,0,3,0,5,2,0,742,1,rutile
0,0,0,0,0,4,0,0,758,2,rutile
0,0,0,2,2,3,0,0,733,1,rutile
0,0,2,0,0,2,0,0,744,0,rutile
0,0,0,2,2,3,0,0,803,0,rutile
0,0,0,0,0,5,0,0,724,0,rutile
0,0,0,2,0,0,0,0,772,0,rutile
0,2,0,0,0,4,0,0,805,0,rutile
0,3,0,0,3,6,2,0,764,0,rutile
0,0,3,0,0,3,0,0,738,0,rutile
0,0,2,0,0,8,0,0,764,1,rutile
0,4,0,2,0,3,0,0,763,0,rutile
0,0,0,2,0,7,0,0,771,0,rutile
0,0,0,2,0,4,2,0,758,0,rutile
0,0,0,0,0,5,0,0,776,2,rutile
0,3,0,0,0,3,2,0,788,0,rutile
0,0,0,0,0,0,0,0,757,0,rutile
0,0,2,2,0,4,2,0,769,0,rutile
0,0,0,0,2,3,0,0,733,0,rutile
0,0,0,0,0,4,0,0,776,0,rutile
0,3,2,0,0,8,0,0,801,0,rutile
0,0,0,2,0,3,2,0,776,2,rutile
0,0,0,0,0,3,0,0,796,1,rutile
0,0,0,0,0,3,0,0,794,1,rutile
0,0,0,0,0,8,2,0,779,0,rutile
0,0,2,0,0,2,0,0,724,0,rutile
0,2,3,0,0,6,2,0,744,1,rutile
0,0,2,0,0,3,5,0,784,0,rutile
0,0,0,2,0,3,0,0,701,1,rutile
0,0,0,0,0,2,0,0,769,1,rutile
0,0,0,0,0,2,0,0,769,0,rutile
0,2,0,2,0,3,0,0,739,0,rutile
0,0,0,0,0,5,0,0,784,0,rutile
1,0,0,2,0,5,2,0,782,0,rutile
0,0,0,0,0,3,2,0,780,0,rutile
0,4,0,0,0,7,2,0,796,0,rutile
0,0,2,0,0,7,0,0,762,0,rutile
0,0,2,0,0,4,2,0,780,3,rutile
0,0,0,0,0,7,3,0,771,0,rutile
0,3,0,0,0,0,0,0,771,1,rutile
0,3,0,0,0,6,2,0,768,0,rutile
0,0,0,0,0,6,0,0,748,3,rutile
0,0,0,0,0,7,0,0,768,1,rutile
0,0,0,0,2,0,2,0,759,1,rutile
0,0,0,0,0,3,0,0,744,0,rutile
0,0,0,0,0,7,0,0,799,0,rutile
0,0,3,0,0,5,0,0,753,1,rutile
1,2,3,0,0,5,0,0,744,0,rutile
0,0,0,2,0,3,2,0,752,0,rutile
0,0,0,0,0,4,2,0,771,1,rutile
0,0,3,0,2,4,0,0,778,0,rutile
0,0,0,0,0,6,0,0,750,0,rutile
0,0,0,0,0,5,2,0,770,0,rutile
0,0,0,0,0,3,0,0,808,1,rutile
0,0,0,0,0,6,3,0,757,1,rutile
0,0,0,0,0,2,0,0,791,0,rutile
2,0,2,0,0,2,2,0,792,3,rutile
0,0,0,0,0,7,2,0,780,0,rutile
0,0,2,0,0,2,3,0,765,1,rutile
0,0,0,0,0,3,0,0,747,0,rutile
0,0,7,0,0,3,2,0,804,3,rutile
0,0,0,0,0,5,0,0,803,2,rutile
0,0,0,0,0,3,0,0,749,2,rutile
0,0,0,0,0,4,3,0,729,2,rutile
0,0,0,0,0,4,0,0,763,1,rutile
0,2,0,2,0,2,0,0,750,1,rutile
0,0,2,0,2,2,0,0,790,1,rutile
0,0,0,0,0,5,0,0,749,1,rutile
0,0,2,0,0,2,0,0,742,0,rutile
0,2,0,0,0,5,0,0,765,3,rutile
0,0,0,0,0,8,2,0,784,3,rutile
0,3,2,0,0,4,0,0,808,1,rutile
0,0,0,0,0,4,2,0,737,3,rutile
0,2,2,0,0,2,2,0,753,1,rutile
0,3,0,0,0,0,3,0,788,0,rutile
0,0,0,0,0,4,0,0,775,1,rutile
0,0,2,0,0,9,0,0,788,4,rutile
0,0,0,0,0,6,0,0,773,0,rutile
0,0,0,2,0,5,0,0,737,2,rutile
0,0,0,0,0,5,0,0,788,0,rutile
0,2,0,0,0,3,0,0,775,0,rutile
0,0,0,0,0,2,3,0,737,0,rutile
0,0,2,0,0,4,0,0,781,0,rutile
2,0,0,0,0,0,2,0,752,0,rutile
0,0,3,0,0,6,0,0,782,0,rutile
0,0,0,0,0,4,2,0,767,0,rutile
0,0,0,0,0,4,2,0,749,4,rutile
0,0,0,0,0,0,0,0,772,0,rutile
0,0,2,2,0,3,0,0,781,0,rutile
0,0,0,0,0,3,0,0,769,0,rutile
1,2,2,2,0,5,0,0,747,1,rutile
0,0,0,0,0,5,0,0,774,0,rutile
0,0,0,3,0,4,2,0,770,0,rutile
0,0,3,0,0,3,0,0,796,0,rutile
0,0,0,0,2,4,0,0,743,1,rutile
0,0,0,0,0,6,0,0,796,0,rutile
0,2,0,0,0,3,0,0,791,0,rutile
0,2,0,0,0,5,0,0,740,0,rutile
0,0,0,3,0,4,0,0,806,4,rutile
0,2,0,0,0,2,3,0,785,0,rutile
0,2,0,2,0,3,2,0,782,2,rutile
1,0,0,0,0,5,0,0,751,0,rutile
0,0,0,0,0,0,0,0,765,1,rutile
0,0,2,0,0,2,2,0,750,1,rutile
0,0,0,0,0,0,2,0,699,1,rutile
0,0,0,0,0,5,0,0,791,0,rutile
0,2,0,0,0,4,0,0,735,0,rutile
0,0,0,0,0,7,0,0,761,1,rutile
0,0,0,0,0,3,0,0,787,0,rutile
0,0,2,0,0,5,0,0,780,0,rutile
0,0,2,0,2,8,0,0,781,0,rutile
0,0,0,0,2,2,0,0,803,0,rutile
0,0,0,0,0,2,2,0,751,0,rutile
0,0,0,0,0,5,2,0,765,0,rutile
0,0,0,0,0,3,0,0,792,3,rutile
0,0,2,0,0,4,0,0,809,1,rutile
0,0,2,0,0,3,2,0,753,1,rutile
0,0,4,0,0,0,0,0,798,0,rutile
0,0,0,0,0,7,2,0,754,2,rutile
0,0,0,0,0,5,0,0,748,0,rutile
2,0,0,0,0,7,3,0,764,1,rutile
0,0,0,0,0,2,0,0,774,1,rutile
0,0,2,0,2,5,0,0,763,1,rutile
0,0,0,0,0,2,3,0,754,1,rutile
0,0,4,0,0,4,0,0,744,0,rutile
0,2,0,0,0,4,0,0,759,1,rutile
0,0,2,0,0,3,2,0,797,2,rutile
0,0,2,0,0,2,0,0,794,0,rutile
0,2,0,0,0,4,0,0,770,1,rutile
0,0,0,2,0,3,0,0,744,1,rutile
0,0,0,0,0,5,0,0,782,2,rutile
0,3,0,0,0,2,3,0,773,0,rutile
0,0,0,0,0,0,2,0,758,2,rutile
0,0,0,0,0,4,2,0,747,2,rutile
2,0,0,0,0,2,0,0,774,2,rutile
0,2,2,0,0,5,2,0,790,0,rutile
0,2,0,0,0,6,2,0,770,0,rutile
0,0,0,0,0,2,0,0,776,0,rutile
0,3,0,0,0,7,0,0,801,2,rutile
0,0,0,0,0,2,0,0,742,0,rutile
0,0,0,0,0,5,0,0,738,0,rutile
0,0,0,0,0,4,0,0,785,1,rutile
0,0,2,0,0,3,0,0,750,0,rutile
0,0,0,0,0,0,2,0,766,1,rutile
0,0,2,0,0,3,0,0,826,0,rutile
0,0,0,0,0,4,0,0,791,3,rutile
0,2,0,0,2,6,0,0,779,0,rutile
0,0,2,0,0,3,2,0,788,4,rutile
0,0,0,0,0,0,2,0,753,0,rutile
0,0,0,0,0,7,0,0,768,2,rutile
0,0,0,0,0,8,2,0,746,3,rutile
0,2,0,0,0,4,0,0,738,2,rutile
0,0,0,0,0,4,0,0,750,1,rutile
0,0,0,0,0,4,0,0,787,0,rutile
0,0,3,0,0,3,0,0,742,0,rutile
0,0,0,0,0,3,2,0,764,0,rutile
0,0,0,0,0,6,0,0,763,0,rutile
0,3,0,0,0,4,3,0,774,1,rutile
0,3,0,0,0,5,0,0,772,0,rutile
0,0,0,0,0,5,0,0,792,1,rutile
1,0,0,0,0,2,0,0,774,0,rutile
0,0,0,0,0,4,0,0,779,0,rutile
0,0,0,0,0,6,0,0,756,0,rutile
0,0,2,0,0,4,2,0,746,0,rutile
0,0,0,0,0,2,0,0,747,0,rutile
0,2,0,0,2,5,3,0,784,0,rutile
0,0,0,2,0,6,2,0,782,1,rutile
0,2,2,0,0,2,0,0,732,0,rutile
0,2,2,0,0,4,2,0,776,3,rutile
0,0,0,0,0,6,2,0,709,0,rutile
