Ca,Fe,Mg,Ni,S,Si,Ti,mineral
1,495,1,17,0,0,3,Kamacite
1,345,0,5,0,0,2,Kamacite
0,245,0,0,0,0,0,Kamacite
0,363,0,0,0,2,6,Kamacite
0,311,0,7,0,2,3,Kamacite
0,318,1,0,0,0,3,Kamacite
0,214,0,0,0,1,3,Kamacite
0,363,0,111,0,2,5,Kamacite
0,206,0,66,0,1,4,Kamacite
0,180,0,0,0,0,8,Kamacite
0,251,0,58,0,0,3,Kamacite
1,309,0,51,0,2,5,Kamacite
2,285,0,21,0,0,3,Kamacite
1,318,0,157,0,0,4,Kamacite
0,258,0,62,0,0,0,Kamacite
1,256,1,125,0,3,2,Kamacite
0,340,0,37,0,0,4,Kamacite
1,128,0,117,0,0,3,Kamacite
0,182,0,0,0,2,5,Kamacite
0,317,0,0,0,0,6,Kamacite
0,312,0,38,0,0,6,Kamacite
1,323,0,38,0,0,1,Kamacite
0,1,0,10,0,0,6,Kamacite
0,280,0,12,0,1,5,Kamacite
1,284,0,21,0,0,6,Kamacite
0,189,0,17,0,2,2,Kamacite
0,368,0,0,0,0,0,Kamacite
0,290,0,87,0,2,7,Kamacite
1,318,0,23,0,0,8,Kamacite
1,297,0,98,0,1,3,Kamacite
0,359,0,62,0,0,6,Kamacite
0,184,0,7,0,0,0,Kamacite
0,156,0,22,0,1,6,Kamacite
0,226,0,65,0,2,5,Kamacite
0,418,0,61,0,0,1,Kamacite
1,311,0,24,0,2,3,Kamacite
0,87,0,0,0,2,4,Kamacite
0,241,0,96,0,1,4,Kamacite
0,290,0,109,0,2,2,Kamacite
0,309,0,59,0,2,4,Kamacite
0,318,0,97,0,0,4,Kamacite
0,276,0,84,0,0,4,Kamacite
0,292,0,67,0,0,6,Kamacite
0,339,0,0,0,0,1,Kamacite
0,110,0,0,0,0,3,Kamacite
0,346,0,0,0,3,2,Kamacite
0,279,0,16,0,2,4,Kamacite
0,477,0,108,0,1,10,Kamacite
0,276,0,0,0,1,5,Kamacite
0,284,0,0,0,1,5,Kamacite
0,205,0,0,0,0,3,Kamacite
0,154,0,68,0,0,0,Kamacite
0,489,0,47,0,0,4,Kamacite
0,264,0,55,0,1,2,Kamacite
0,240,0,18,0,1,3,Kamacite
0,210,0,122,0,3,2,Kamacite
0,345,0,137,0,0,1,Kamacite
0,128,0,74,0,0,7,Kamacite
1,0,0,0,0,0,4,Kamacite
0,227,0,0,0,2,5,Kamacite
2,276,0,0,0,0,1,Kamacite
0,378,0,0,0,0,4,Kamacite
0,208,0,51,0,0,6,Kamacite
0,421,0,20,0,0,2,Kamacite
0,224,0,0,0,2,0,Kamacite
2,296,0,84,0,0,5,Kamacite
0,321,0,41,0,0,1,Kamacite
1,174,0,0,0,0,4,Kamacite
0,280,0,130,0,2,4,Kamacite
0,345,0,106,0,1,4,Kamacite
0,373,0,2,0,1,2,Kamacite
0,47,0,4,0,0,2,Kamacite
0,248,0,4,0,0,3,Kamacite
0,274,0,81,0,0,4,Kamacite
0,212,0,91,0,2,3,Kamacite
0,455,0,96,0,0,5,Kamacite
0,281,0,14,0,0,3,Kamacite
1,388,0,30,0,3,2,Kamacite
0,169,0,8,0,3,3,Kamacite
0,201,0,51,0,1,4,Kamacite
0,205,0,66,0,0,3,Kamacite
0,316,0,51,0,0,6,Kamacite
1,248,0,0,0,0,0,Kamacite
0,374,0,103,0,0,5,Kamacite
0,396,0,81,0,2,4,Kamacite
1,277,0,12,0,0,0,Kamacite
0,254,0,0,0,1,3,Kamacite
0,352,0,140,0,0,4,Kamacite
2,212,0,20,0,2,7,Kamacite
0,118,0,0,0,1,3,Kamacite
1,322,0,1,0,0,2,Kamacite
1,183,0,0,0,0,5,Kamacite
0,362,0,14,0,0,7,Kamacite
0,237,0,17,0,1,3,Kamacite
0,177,0,101,0,0,2,Kamacite
0,59,0,0,0,0,4,Kamacite
1,429,0,12,0,1,5,Kamacite
1,306,0,0,0,0,3,Kamacite
0,473,0,134,0,1,7,Kamacite
0,270,0,82,0,0,3,Kamacite
0,170,0,0,0,0,1,Kamacite
0,307,0,124,0,0,5,Kamacite
0,249,0,60,0,0,5,Kamacite
0,347,0,13,0,0,2,Kamacite
0,307,0,56,0,0,5,Kamacite
0,245,0,0,0,1,3,Kamacite
0,559,0,73,0,0,0,Kamacite
0,203,0,0,0,0,5,Kamacite
0,324,0,90,0,0,7,Kamacite
0,309,0,61,0,0,4,Kamacite
0,264,0,0,0,0,0,Kamacite
0,315,0,60,0,0,6,Kamacite
0,255,0,8,0,1,3,Kamacite
0,480,0,0,0,1,5,Kamacite
1,231,0,0,0,1,2,Kamacite
0,74,0,11,0,2,3,Kamacite
0,164,0,38,0,2,4,Kamacite
0,40,0,0,0,2,4,Kamacite
1,254,0,25,0,1,4,Kamacite
1,171,0,3,0,0,0,Kamacite
0,248,1,3,0,1,5,Kamacite
0,451,0,0,0,0,2,Kamacite
0,221,0,0,0,0,3,Kamacite
0,398,0,68,0,1,4,Kamacite
0,168,0,104,0,2,4,Kamacite
0,226,0,7,0,0,3,Kamacite
0,194,0,27,0,1,5,Kamacite
0,156,0,0,0,0,5,Kamacite
0,264,0,42,0,0,4,Kamacite
0,77,0,25,0,1,4,Kamacite
1,508,0,158,0,1,7,Kamacite
0,264,0,37,0,0,8,Kamacite
0,405,0,132,0,2,5,Kamacite
0,179,0,77,0,0,3,Kamacite
0,0,0,59,0,0,0,Kamacite
0,288,0,13,0,2,4,Kamacite
1,265,0,68,0,3,1,Kamacite
0,142,0,37,0,0,2,Kamacite
0,123,0,86,0,3,5,Kamacite
0,206,0,0,0,0,0,Kamacite
1,204,0,0,0,3,5,Kamacite
0,121,0,0,0,2,5,Kamacite
0,329,0,79,0,0,3,Kamacite
0,252,0,0,0,0,2,Kamacite
0,406,1,0,0,0,4,Kamacite
1,154,0,53,0,1,7,Kamacite
0,386,0,0,0,1,2,Kamacite
2,399,1,57,0,0,6,Kamacite
0,427,0,0,0,0,3,Kamacite
0,292,0,38,0,0,1,Kamacite
2,303,0,75,0,0,1,Kamacite
0,217,0,20,0,0,1,Kamacite
0,200,0,34,0,0,1,Kamacite
0,314,0,36,0,1,2,Kamacite
0,289,0,0,0,1,1,Kamacite
0,223,0,75,0,0,2,Kamacite
0,180,0,88,0,2,2,Kamacite
0,100,0,150,0,1,3,Kamacite
2,114,0,66,0,0,4,Kamacite
0,308,0,37,0,0,3,Kamacite
1,269,0,58,0,1,7,Kamacite
0,369,0,96,0,0,3,Kamacite
0,239,0,50,0,1,4,Kamacite
0,171,0,0,0,3,2,Kamacite
0,354,0,69,0,0,5,Kamacite
0,402,0,26,0,0,3,Kamacite
0,438,0,0,0,2,3,Kamacite
0,243,0,0,0,1,3,Kamacite
0,295,0,0,0,0,6,Kamacite
0,350,0,7,0,2,4,Kamacite
0,427,0,86,0,2,2,Kamacite
1,274,0,0,0,0,0,Kamacite
0,209,0,113,0,0,0,Kamacite
0,371,0,66,0,0,2,Kamacite
0,78,1,61,0,0,4,Kamacite
1,306,0,0,0,1,3,Kamacite
1,285,0,76,0,3,3,Kamacite
0,333,0,173,0,0,3,Kamacite
1,247,0,0,0,0,2,Kamacite
1,239,0,0,0,0,4,Kamacite
0,319,0,100,0,0,1,Kamacite
1,222,0,26,0,0,4,Kamacite
0,198,0,0,0,0,5,Kamacite
0,366,1,0,0,2,0,Kamacite
0,261,0,101,0,0,4,Kamacite
0,317,0,93,0,1,4,Kamacite
0,500,0,24,0,0,3,Kamacite
0,468,0,64,0,1,2,Kamacite
0,275,0,74,0,1,1,Kamacite
0,176,0,0,0,0,4,Kamacite
0,308,0,66,0,0,2,Kamacite
0,311,0,23,0,1,6,Kamacite
0,218,0,0,0,0,6,Kamacite
0,360,0,82,0,1,4,Kamacite
0,316,0,144,0,1,3,Kamacite
0,362,0,0,0,0,2,Kamacite
1,64,0,42,0,2,6,Kamacite
0,332,0,0,0,1,4,Kamacite
0,385,0,0,0,0,3,Kamacite
0,427,0,34,0,0,3,Kamacite
0,69,0,0,0,0,3,Kamacite
0,154,0,0,0,0,4,Kamacite
2,273,0,54,0,2,4,Kamacite
0,373,0,48,0,1,3,Kamacite
0,286,0,101,0,0,1,Kamacite
1,333,0,85,0,0,3,Kamacite
0,161,0,83,0,1,7,Kamacite
0,214,0,13,0,1,3,Kamacite
0,484,0,91,0,0,5,Kamacite
0,156,0,50,0,1,4,Kamacite
0,338,0,33,0,0,2,Kamacite
0,195,0,53,0,1,2,Kamacite
0,210,0,0,0,0,7,Kamacite
0,279,0,0,0,0,4,Kamacite
0,244,0,0,0,0,2,Kamacite
1,235,0,130,0,0,4,Kamacite
0,305,0,7,0,1,0,Kamacite
0,356,0,108,0,0,0,Kamacite
0,220,0,112,0,1,1,Kamacite
0,253,0,82,0,0,4,Kamacite
0,347,0,42,0,0,6,Kamacite
0,227,0,2,0,2,5,Kamacite
1,236,0,31,0,1,6,Kamacite
0,271,0,50,0,0,3,Kamacite
0,289,0,20,0,0,7,Kamacite
0,242,0,125,0,0,4,Kamacite
0,351,0,42,0,0,2,Kamacite
0,241,0,61,0,2,5,Kamacite
0,310,0,54,0,0,5,Kamacite
0,387,0,53,0,0,1,Kamacite
0,337,0,35,0,1,1,Kamacite
1,396,0,18,0,1,5,Kamacite
0,264,0,17,0,1,3,Kamacite
0,242,0,31,0,3,5,Kamacite
0,359,0,2,0,1,5,Kamacite
0,77,0,69,0,1,4,Kamacite
0,233,0,46,0,0,5,Kamacite
0,103,0,81,0,0,5,Kamacite
1,408,0,93,0,0,4,Kamacite
1,198,0,0,0,0,5,Kamacite
1,218,0,0,0,0,3,Kamacite
0,295,0,46,0,1,6,Kamacite
0,331,0,50,0,0,7,Kamacite
0,374,0,34,0,0,5,Kamacite
0,100,0,9,0,2,3,Kamacite
0,368,0,155,0,0,0,Kamacite
0,391,0,2,0,2,2,Kamacite
0,96,0,0,0,0,8,Kamacite
0,234,0,0,0,1,2,Kamacite
0,467,0,42,0,1,4,Kamacite
0,199,0,96,0,1,0,Kamacite
0,253,0,0,0,0,4,Kamacite
0,307,0,80,0,2,2,Kamacite
0,262,1,58,0,1,4,Kamacite
0,180,0,0,0,0,1,Kamacite
1,399,0,0,0,1,3,Kamacite
0,303,0,0,0,0,3,Kamacite
1,381,0,0,0,0,4,Kamacite
0,188,0,49,0,0,6,Kamacite
0,160,0,12,0,2,4,Kamacite
0,411,0,19,0,1,1,Kamacite
0,155,0,54,0,3,7,Kamacite
0,350,0,62,0,1,3,Kamacite
0,274,0,69,0,1,7,Kamacite
0,199,1,17,0,0,0,Kamacite
0,368,0,0,0,0,5,Kamacite
1,454,0,49,0,0,4,Kamacite
2,394,0,0,0,0,5,Kamacite
0,129,0,0,0,0,5,Kamacite
0,203,0,28,0,2,5,Kamacite
0,289,0,0,0,0,4,Kamacite
1,271,0,42,0,2,2,Kamacite
0,118,0,116,0,2,2,Kamacite
0,360,0,22,0,0,4,Kamacite
1,368,0,26,0,0,6,Kamacite
0,306,0,40,0,2,6,Kamacite
0,215,0,60,0,0,0,Kamacite
0,304,0,76,0,1,6,Kamacite
0,382,0,0,0,0,7,Kamacite
2,240,0,85,0,3,3,Kamacite
1,267,0,117,0,0,2,Kamacite
1,257,0,0,0,1,8,Kamacite
0,221,0,35,0,0,3,Kamacite
0,319,0,0,0,1,6,Kamacite
0,329,0,41,0,2,4,Kamacite
0,114,0,0,0,0,4,Kamacite
0,363,0,29,0,0,6,Kamacite
0,414,0,0,0,0,3,Kamacite
0,221,0,112,0,1,0,Kamacite
0,286,0,25,0,0,3,Kamacite
1,333,0,2,0,0,5,Kamacite
0,170,0,30,0,0,6,Kamacite
0,149,0,57,0,0,2,Kamacite
1,164,0,0,0,0,3,Kamacite
0,271,0,44,0,2,5,Kamacite
0,120,0,68,0,2,2,Kamacite
0,274,0,19,0,0,4,Kamacite
0,205,0,21,0,0,2,Kamacite
0,147,0,0,0,1,6,Kamacite
0,364,0,68,0,2,10,Kamacite
0,212,0,0,0,0,3,Kamacite
0,326,0,44,0,0,2,Kamacite
0,163,0,35,0,0,5,Kamacite
0,198,0,68,0,1,3,Kamacite
1,110,0,47,0,0,5,Kamacite
0,321,0,15,0,1,2,Kamacite
0,283,0,53,0,1,4,Kamacite
0,254,0,110,0,2,7,Kamacite
0,520,0,39,0,1,6,Kamacite
0,186,0,110,0,1,5,Kamacite
0,316,0,176,0,1,4,Kamacite
0,250,0,81,0,0,1,Kamacite
0,342,0,83,0,1,3,Kamacite
0,380,0,93,0,0,4,Kamacite
0,376,0,56,0,0,3,Kamacite
0,198,0,0,0,0,0,Kamacite
1,235,0,42,0,0,0,Kamacite
0,250,0,9,0,0,3,Kamacite
0,289,0,69,0,1,2,Kamacite
0,125,0,0,0,0,6,Kamacite
0,441,0,27,0,0,4,Kamacite
0,465,0,48,0,1,0,Kamacite
0,296,0,107,0,1,1,Kamacite
0,359,1,76,0,2,1,Kamacite
0,287,0,70,0,2,3,Kamacite
0,374,0,3,0,2,4,Kamacite
0,310,0,31,0,0,4,Kamacite
0,486,0,4,0,0,3,Kamacite
2,355,0,11,0,1,1,Kamacite
0,437,0,27,0,0,1,Kamacite
1,209,0,18,0,0,2,Kamacite
1,234,0,86,0,0,5,Kamacite
0,83,0,0,0,0,2,Kamacite
0,394,0,62,0,2,4,Kamacite
0,186,0,67,0,2,7,Kamacite
0,151,0,0,0,0,2,Kamacite
0,337,0,29,0,1,5,Kamacite
0,155,0,0,0,1,2,Kamacite
0,171,0,83,0,1,4,Kamacite
0,309,0,0,0,0,3,Kamacite
0,518,0,67,0,1,3,Kamacite
0,391,0,54,0,0,6,Kamacite
1,421,0,36,0,1,0,Kamacite
1,247,0,101,0,0,4,Kamacite
2,316,0,24,0,1,0,Kamacite
0,275,0,124,0,0,2,Kamacite
0,292,0,46,0,0,8,Kamacite
0,283,0,55,0,0,5,Kamacite
1,146,0,1,0,0,2,Kamacite
0,318,0,0,0,0,1,Kamacite
0,353,0,62,0,0,3,Kamacite
0,361,0,53,0,0,2,Kamacite
0,534,0,85,0,0,5,Kamacite
0,354,0,35,0,1,6,Kamacite
0,272,0,66,0,1,8,Kamacite
0,414,0,30,0,0,2,Kamacite
0,412,0,4,0,0,3,Kamacite
0,168,0,107,0,0,2,Kamacite
0,329,0,87,0,2,5,Kamacite
0,385,0,125,0,0,5,Kamacite
0,185,0,0,0,0,6,Kamacite
0,172,0,0,0,0,5,Kamacite
0,260,0,33,0,1,5,Kamacite
0,0,0,0,0,2,0,Kamacite
0,348,0,2,0,0,3,Kamacite
0,379,0,38,0,0,1,Kamacite
1,357,0,0,0,0,1,Kamacite
0,416,0,0,0,0,4,Kamacite
0,302,0,22,0,1,6,Kamacite
0,354,0,0,0,0,1,Kamacite
0,446,0,31,0,0,3,Kamacite
0,627,0,68,0,1,2,Kamacite
1,318,0,0,0,2,6,Kamacite
1,411,0,0,0,2,4,Kamacite
1,298,0,0,0,2,1,Kamacite
0,193,0,18,0,0,6,Kamacite
0,189,0,35,0,0,1,Kamacite
0,98,0,0,0,0,4,Kamacite
0,145,0,0,0,0,0,Kamacite
0,142,0,0,0,0,5,Kamacite
0,219,0,0,0,0,2,Kamacite
0,467,0,0,0,1,1,Kamacite
0,314,0,107,0,1,2,Kamacite
0,60,0,29,0,1,3,Kamacite
0,466,0,104,0,0,4,Kamacite
0,212,0,133,0,1,2,Kamacite
0,295,0,12,0,0,5,Kamacite
0,149,0,27,0,1,6,Kamacite
1,314,1,51,0,2,4,Kamacite
0,297,0,0,0,2,2,Kamacite
0,458,0,0,0,1,5,Kamacite
0,271,0,0,0,0,2,Kamacite
1,410,0,64,0,1,2,Kamacite
0,217,0,0,0,2,6,Kamacite
0,0,0,79,0,2,2,Kamacite
0,319,0,0,0,1,3,Kamacite
0,227,0,88,0,0,0,Kamacite
0,171,0,101,0,0,3,Kamacite
0,387,0,95,0,0,3,Kamacite
0,392,0,52,0,0,0,Kamacite
0,350,0,0,0,0,6,Kamacite
0,164,0,0,0,0,4,Kamacite
0,363,0,54,0,1,4,Kamacite
1,225,0,0,0,0,4,Kamacite
1,248,0,26,0,2,5,Kamacite
0,128,0,3,0,0,6,Kamacite
0,486,0,0,0,0,3,Kamacite
0,427,0,25,0,0,5,Kamacite
0,106,0,39,0,1,1,Kamacite
0,234,0,35,0,0,4,Kamacite
0,298,0,97,0,5,4,Kamacite
0,190,0,22,0,0,5,Kamacite
0,134,0,159,0,0,3,Kamacite
0,316,0,0,0,1,2,Kamacite
0,182,0,56,0,1,1,Kamacite
0,310,0,0,0,0,5,Kamacite
0,281,0,23,0,0,4,Kamacite
0,257,0,108,0,0,0,Kamacite
0,110,0,0,0,0,6,Kamacite
0,162,0,123,0,0,1,Kamacite
0,238,0,74,0,3,5,Kamacite
0,407,0,78,0,0,5,Kamacite
0,336,0,0,0,2,2,Kamacite
0,320,0,45,0,3,4,Kamacite
0,159,0,112,0,1,7,Kamacite
0,294,0,13,0,0,2,Kamacite
0,321,0,0,0,0,4,Kamacite
0,407,0,33,0,2,4,Kamacite
0,243,0,0,0,0,4,Kamacite
0,341,0,24,0,0,10,Kamacite
1,61,0,70,0,0,2,Kamacite
0,368,0,0,0,0,5,Kamacite
0,490,0,60,0,0,7,Kamacite
0,150,0,18,0,0,2,Kamacite
0,230,0,0,0,1,2,Kamacite
0,202,0,0,0,1,3,Kamacite
0,134,0,58,0,0,3,Kamacite
0,385,0,46,0,1,5,Kamacite
0,161,0,48,0,2,2,Kamacite
0,269,0,111,0,0,0,Kamacite
0,127,0,100,0,2,3,Kamacite
1,336,0,0,0,0,1,Kamacite
0,326,0,128,0,0,4,Kamacite
0,373,0,0,0,0,8,Kamacite
0,82,0,37,0,0,3,Kamacite
0,72,0,97,0,1,5,Kamacite
1,380,0,35,0,0,3,Kamacite
0,208,0,0,0,0,3,Kamacite
0,273,0,38,0,1,5,Kamacite
0,109,0,112,0,0,2,Kamacite
0,407,0,25,0,2,0,Kamacite
0,438,0,8,0,0,5,Kamacite
0,357,0,147,0,1,5,Kamacite
0,221,0,26,0,2,1,Kamacite
0,102,0,66,0,0,6,Kamacite
0,237,0,76,0,0,0,Kamacite
1,234,0,0,0,1,2,Kamacite
0,258,0,0,0,0,1,Kamacite
0,325,0,1,0,0,1,Kamacite
0,263,0,49,0,1,1,Kamacite
0,327,0,80,0,0,0,Kamacite
1,205,0,0,0,1,6,Kamacite
0,321,0,62,0,3,2,Kamacite
0,385,0,0,0,3,1,Kamacite
0,276,0,0,0,0,9,Kamacite
0,109,0,0,0,0,5,Kamacite
0,455,0,0,0,1,5,Kamacite
0,307,0,39,0,0,7,Kamacite
0,509,0,3,0,2,1,Kamacite
0,272,0,0,0,0,2,Kamacite
0,285,0,69,0,1,5,Kamacite
0,368,0,0,0,1,5,Kamacite
0,171,0,64,0,2,0,Kamacite
0,254,0,22,0,1,3,Kamacite
0,331,0,0,0,2,6,Kamacite
1,341,0,0,0,2,1,Kamacite
0,544,0,0,0,0,7,Kamacite
1,174,0,20,0,1,2,Kamacite
0,375,0,29,0,1,6,Kamacite
1,101,0,0,0,0,3,Kamacite
1,244,0,22,0,0,4,Kamacite
0,286,0,116,0,0,6,Kamacite
0,102,0,9,0,1,6,Kamacite
1,358,0,7,0,0,5,Kamacite
0,234,0,23,0,0,3,Kamacite
0,378,0,101,0,1,4,Kamacite
0,398,1,18,0,0,4,Kamacite
0,357,0,0,0,1,7,Kamacite
0,237,0,39,0,1,2,Kamacite
0,223,0,0,0,1,3,Kamacite
0,397,0,59,0,0,7,Kamacite
0,111,0,0,0,2,0,Kamacite
0,295,0,0,0,0,3,Kamacite
0,331,0,24,0,0,5,Kamacite
1,480,0,127,0,2,4,Kamacite
0,364,0,126,0,2,7,Kamacite
1,306,0,116,0,0,1,Kamacite
0,388,0,0,0,0,1,Kamacite
0,382,0,0,0,0,5,Kamacite
2,376,0,122,0,1,2,Kamacite
0,148,0,0,0,2,10,Kamacite
1,199,0,79,0,1,5,Kamacite
0,127,0,26,0,1,7,Kamacite
1,193,0,27,0,3,0,Kamacite
1,317,0,85,0,0,4,Kamacite
0,299,0,94,0,0,3,Kamacite
0,211,0,0,0,0,2,Kamacite
0,435,0,18,0,0,4,Kamacite
0,257,0,108,0,0,1,Kamacite
0,279,0,92,0,0,3,Kamacite
0,477,0,0,0,2,4,Kamacite
0,159,0,27,0,0,3,Kamacite
0,195,0,0,0,0,6,Kamacite
0,185,0,9,0,1,4,Kamacite
1,281,0,29,0,0,3,Kamacite
0,347,0,0,0,0,7,Kamacite
0,250,0,80,0,0,6,Kamacite
0,330,0,0,0,0,4,Kamacite
0,201,0,25,0,0,3,Kamacite
0,335,0,71,0,0,3,Kamacite
0,157,0,0,0,0,0,Kamacite
0,377,0,0,0,1,5,Kamacite
0,327,0,0,0,0,4,Kamacite
0,431,0,0,0,0,5,Kamacite
0,358,0,36,0,0,3,Kamacite
0,389,0,0,0,0,6,Kamacite
0,310,0,32,0,2,5,Kamacite
1,325,0,0,0,0,3,Kamacite
0,222,1,0,0,0,8,Kamacite
1,430,0,61,0,0,3,Kamacite
0,213,0,0,0,0,8,Kamacite
0,227,0,78,0,1,4,Kamacite
1,143,0,0,0,1,0,Kamacite
0,133,0,86,0,0,5,Kamacite
0,304,0,45,0,0,7,Kamacite
0,138,0,46,0,2,5,Kamacite
0,343,0,19,0,1,3,Kamacite
0,347,0,107,0,0,5,Kamacite
0,171,0,0,0,0,1,Kamacite
0,223,0,51,0,3,4,Kamacite
0,335,0,59,0,0,2,Kamacite
1,413,0,0,0,1,2,Kamacite
0,341,0,24,0,0,1,Kamacite
1,228,0,108,0,2,6,Kamacite
0,171,0,29,0,0,4,Kamacite
0,386,0,0,0,0,1,Kamacite
0,399,0,76,0,1,7,Kamacite
1,277,0,98,0,0,5,Kamacite
0,356,0,0,0,0,6,Kamacite
0,169,0,61,0,1,4,Kamacite
1,418,0,19,0,0,4,Kamacite
0,255,0,24,0,1,4,Kamacite
0,285,0,72,0,0,6,Kamacite
0,166,0,0,0,0,3,Kamacite
1,434,0,0,0,1,8,Kamacite
0,106,0,0,0,1,0,Kamacite
0,100,0,102,0,1,2,Kamacite
1,419,0,143,0,1,3,Kamacite
1,377,0,72,0,1,1,Kamacite
0,425,0,93,0,0,5,Kamacite
0,426,0,4,0,0,8,Kamacite
0,305,0,42,0,0,7,Kamacite
1,337,0,59,0,0,1,Kamacite
0,104,0,63,0,0,3,Kamacite
0,329,1,114,0,2,1,Kamacite
0,169,0,24,0,1,1,Kamacite
0,210,0,28,0,0,7,Kamacite
0,251,0,74,0,0,1,Kamacite
0,185,0,131,0,0,5,Kamacite
0,415,0,12,0,1,6,Kamacite
0,500,0,0,0,0,2,Kamacite
0,374,0,53,0,0,3,Kamacite
1,427,0,4,0,2,1,Kamacite
1,228,0,17,0,0,8,Kamacite
0,246,0,23,0,0,6,Kamacite
0,292,0,106,0,1,0,Kamacite
0,268,0,59,0,0,3,Kamacite
0,309,1,6,0,0,5,Kamacite
1,208,0,0,0,0,1,Kamacite
0,353,0,0,0,2,5,Kamacite
0,125,0,0,0,1,0,Kamacite
0,165,0,35,0,1,2,Kamacite
0,296,0,150,0,1,1,Kamacite
0,243,0,74,0,1,4,Kamacite
0,183,0,27,0,0,4,Kamacite
1,342,0,38,0,0,2,Kamacite
0,401,0,38,0,0,4,Kamacite
0,165,0,50,0,0,3,Kamacite
0,268,0,0,0,0,5,Kamacite
0,141,0,20,0,1,0,Kamacite
0,220,0,17,0,2,4,Kamacite
1,217,0,0,0,0,3,Kamacite
1,282,0,84,0,0,2,Kamacite
0,399,0,0,0,0,2,Kamacite
0,431,0,38,0,0,2,Kamacite
0,148,0,95,0,0,0,Kamacite
0,400,0,41,0,1,7,Kamacite
0,331,0,22,0,2,4,Kamacite
1,455,0,0,0,1,2,Kamacite
0,310,0,85,0,1,0,Kamacite
1,182,0,52,0,0,3,Kamacite
1,114,0,0,0,2,0,Kamacite
0,252,0,103,0,1,2,Kamacite
0,331,0,0,0,2,5,Kamacite
0,68,0,18,0,0,5,Kamacite
0,115,0,0,0,0,3,Kamacite
0,211,0,2,0,0,4,Kamacite
1,432,0,45,0,0,1,Kamacite
0,144,0,0,0,1,7,Kamacite
0,227,0,101,0,0,4,Kamacite
1,100,0,0,0,0,5,Kamacite
1,342,0,34,0,0,5,Kamacite
0,254,0,0,0,0,4,Kamacite
0,523,0,112,0,0,4,Kamacite
1,307,0,79,0,1,5,Kamacite
1,296,0,0,0,1,5,Kamacite
0,303,0,8,0,0,6,Kamacite
1,145,0,0,0,0,6,Kamacite
0,150,0,0,0,1,4,Kamacite
0,231,0,55,0,0,2,Kamacite
0,109,0,90,0,0,11,Kamacite
1,308,0,125,0,0,2,Kamacite
0,57,0,0,0,0,4,Kamacite
0,204,0,94,0,0,4,Kamacite
0,133,0,99,0,1,4,Kamacite
0,342,0,0,0,0,5,Kamacite
0,407,0,114,0,1,0,Kamacite
0,225,0,0,0,1,2,Kamacite
0,415,0,0,0,0,9,Kamacite
0,265,0,0,0,0,5,Kamacite
0,219,0,0,0,0,5,Kamacite
0,231,0,55,0,0,0,Kamacite
0,321,0,0,0,1,3,Kamacite
0,234,0,0,0,1,2,Kamacite
0,204,0,64,0,0,0,Kamacite
1,281,0,45,0,0,1,Kamacite
0,287,0,15,0,0,0,Kamacite
0,308,0,24,0,0,6,Kamacite
0,427,0,61,0,0,3,Kamacite
0,218,0,52,0,2,4,Kamacite
0,317,0,0,0,1,2,Kamacite
0,291,0,23,0,0,7,Kamacite
0,408,0,0,0,0,5,Kamacite
0,218,0,40,0,1,4,Kamacite
1,123,0,50,0,1,5,Kamacite
0,280,0,77,0,1,2,Kamacite
0,385,0,0,0,0,1,Kamacite
0,284,0,0,0,0,4,Kamacite
0,352,0,37,0,0,5,Kamacite
0,173,0,92,0,0,6,Kamacite
0,257,0,40,0,1,0,Kamacite
0,219,0,0,0,3,4,Kamacite
0,372,0,83,0,0,3,Kamacite
0,212,0,55,0,0,5,Kamacite
1,500,0,10,0,1,5,Kamacite
0,292,0,106,0,0,7,Kamacite
0,270,0,20,0,0,5,Kamacite
0,148,0,29,0,0,3,Kamacite
0,348,0,0,0,2,0,Kamacite
0,383,0,37,0,1,3,Kamacite
0,410,0,0,0,2,7,Kamacite
0,375,0,133,0,1,4,Kamacite
0,228,0,0,0,2,5,Kamacite
1,236,0,0,0,1,4,Kamacite
0,281,0,69,0,0,5,Kamacite
0,418,0,43,0,0,4,Kamacite
0,255,0,66,0,1,4,Kamacite
0,260,0,11,0,0,2,Kamacite
0,345,0,124,0,3,4,Kamacite
0,407,0,0,0,1,8,Kamacite
0,184,0,50,0,2,4,Kamacite
0,255,0,16,0,1,3,Kamacite
0,245,0,81,0,0,2,Kamacite
0,360,0,0,0,0,1,Kamacite
1,427,0,43,0,0,3,Kamacite
1,340,0,39,0,0,0,Kamacite
0,267,0,61,0,1,4,Kamacite
0,401,0,26,0,1,1,Kamacite
0,88,0,54,0,1,1,Kamacite
0,365,0,18,0,0,4,Kamacite
0,187,0,81,0,0,6,Kamacite
0,270,0,97,0,1,1,Kamacite
0,343,0,98,0,0,5,Kamacite
1,414,0,0,0,1,4,Kamacite
0,260,0,0,0,0,2,Kamacite
0,326,0,0,0,2,2,Kamacite
0,176,0,0,0,1,1,Kamacite
0,237,1,5,0,1,0,Kamacite
0,206,0,41,0,0,5,Kamacite
0,282,0,51,0,1,2,Kamacite
0,89,0,0,0,3,5,Kamacite
1,380,0,42,0,2,0,Kamacite
0,246,0,13,0,1,7,Kamacite
0,292,0,0,0,1,4,Kamacite
0,259,0,0,0,0,1,Kamacite
1,286,0,0,0,2,2,Kamacite
0,155,0,0,0,3,2,Kamacite
0,253,1,51,0,0,0,Kamacite
